epigram_number,greek_text,url
1.21,"παῖ, γέρον, αἰώνων προγενέστερε, πατρὸς ὁμῆλιξ:",https://anthologiagraeca.org/api/texts/1944/
1.22,"πατρὸς ἐπουρανίου λόγε πάνσοφε, κοίρανε κόσμου, ὁ βροτέην γενεὴν τιμήσας εἰκόνι σεῖο, σὴν χάριν ἄμμιν ὄπαζε καὶ ὀλβιόδωρον ἀρωγὴν εἰς σὲ γὰρ εἰσορόωσιν ἐν ἐλπίσιν ὄμματα πάντων.",https://anthologiagraeca.org/api/texts/1954/
1.23,"ἀθανάτου πατρὸς υἱὲ συνάχρονε, κοίρανε πάντων, αἰθερίων μεδέων, εἰναλίων, χθονίων, δμωὶ τεῷ, τῷ τήνδε βίβλον γράψαντι , Μαρίνῳ δὸς χάριν εὐεπίης καὶ λογικῆς σοφίας.",https://anthologiagraeca.org/api/texts/1958/
1.24,"Σύνθρονε καὶ συνάναρχε τεῷ πατρί, πνεύματί τ᾽: ἐσθλῷ, οἰχομένων ὄντων τε καὶ ἐσσομένων βασιλεύων, τῷ ταῦτα γράψαντι τεὴν χάριν αὐτὸς ὀπάζοις, ὄφρα κε σῇς ἐφετμῇσι καλῶς βίου οἶμον ὁδεύοι.",https://anthologiagraeca.org/api/texts/1962/
1.25,"χριστέ, Θεοῦ σοφίη, κόσμου μεδέων καὶ ἀνάσσων ἡμετέρην τὸ πάροιθε πλάσας μεροπηίδα φύτλην, δός με θέειν βίου οἶμον ἐν ὑμετέραις ἐφετμῇσι.",https://anthologiagraeca.org/api/texts/1966/
1.26,"ὑψιμέδων Θεοῦ υἱέ, φαοσφόρον ἀίδιον φῶς, σήν μοι ὄπαζε χάριν καὶ νῦν καὶ ἔπειτα καὶ αἰεί, ὡς προθέλυμνον ἐοῦσαν ὅτῳ καὶ ὅπῃ κατανεύσεις.",https://anthologiagraeca.org/api/texts/1970/
1.27,"Πανσθενὲς υἱὲ Θεοῦ, Χριστέ, προάναρχε ἁπάντων, πᾶσιν ἐπιχθονίοις σωτήρια νάματα βλύζων, μητρὸς ἀπειρογάμοιο τεῆς λιτέων ἐπακούων, σὴν χάριν ἄμμιν ὄπαζε καὶ ἐν μύθοις καὶ ἐν ἔργοις.",https://anthologiagraeca.org/api/texts/1974/
1.28,"χριστέ, Θεοῦ σοφίη, χάριν ὤπασον εὐεπιάων, καὶ λογικῆς σοφίης ἐμπέραμον τέλεσον, ὃς τόδε τεῦχος ἔγραψεν ἑαῖς χείρεσσι Μαρῖνος, φάρμακον ἀφραδίης, πρόξενον εὐφραδίης.",https://anthologiagraeca.org/api/texts/1984/
1.29,"χριστέ, τεὴν προΐαλλε χάριν καμάτοισιν ἐμεῖο. ὁ Χριστὸς καὶ ἐμοῖς ἐπιτάρροθος ἔσσεται ἔργοις. Χριστὸς ἐμοῖς καμάτοισιν ἀρηγόνα χεῖρα τιταίνοι. χριστέ, σύ μοι προΐαλλε τεὴν πολύολβον ἀρωγήν. χριστέ, τεὴν καμάτοισιν ἐμοῖς χάριν αὐτὸς",https://anthologiagraeca.org/api/texts/1988/
1.30,"χριστὲ μάκαρ, μερόπων φάος ἄφθιτον, ἐλπὶς ἁπάντων, ἐσθλὰ δίδου χατέουσι, τὰ δ᾽ οὐ καλὰ νόσφιν ἐρύκοις,.",https://anthologiagraeca.org/api/texts/1992/
1.31,"Παμμεδέοντα, ἄνασσα, Θεοῖο, γόνον τεόν, υἱόν, ἄγγελοι ὃν τρομέουσι, τεῇς παλάμῃσι κρατοῦσα, πρευμενέα πραπίδεσσιν ὑπὲρ μερόπων τελέουσα, ῥύεο συντηροῦσα ἀπήμονα κόσμον ἅπαντα.",https://anthologiagraeca.org/api/texts/1996/
1.32,"ὧδε ταλαιπαθέων χραισμήια θέσκελα κεῖται ἢ δέμας ἢ κραδίην τειρομένων μερόπων καὶ γὰρ ἀνιάζουσα πόνων φύσις αὐτίκα φεύγει οὔνομα σόν, Μιχαήλ, ἢ τύπον, ἢ θαλάμους.",https://anthologiagraeca.org/api/texts/2000/
1.33,ὡς θρασὺ μορφῶσαι τὸν ἀσώματον ἀλλὰ καὶ εἰκὼν ἐς νοερὴν ἀνάγει μνῆστιν ἐπουρανίων.,https://anthologiagraeca.org/api/texts/2004/
1.34,"ἄσκοπον ἀγγελίαρχον, ἀσώματον εἴδεϊ μορφῆς, ἆ μέγα τολμήεις κηρὸς ἀπεπλάσατο: ἔμπης οὐκ ἀχάριστον, ἐπεὶ βροτὸς εἰκόνα λεύσσων θυμὸν ἀπιθύνει κρέσσονι φαντασίῃ: οὐκέτι δ᾽ ἀλλοπρόσαλλον ἔχει σέβας, ἀλλ᾽ ἐν ἑαυτῷ τὸν τύπον ἐγγράψας ὡς παρεόντα τρέμει: ὄμματα δ᾽ ὀτρύνουσι βαθὺν νόον οἶδε δὲ τέχνη χρώμασι πορθμεῦσαι τὴν φρενὸς ἱκεσίην.",https://anthologiagraeca.org/api/texts/2008/
1.35,"Καρικὸς Αἰμιλιανὸς, Ἰωάννης τε σὺν αὐτῷ, Ῥουφῖνος Φαρίης, Ἀγαθίης Ἀσίης, τέτρατον, ἀγγελίαρχε, νόμων λυκάβαντα λαχόντες, ἄνθεσαν εἰς σέ, μάκαρ, τὴν σφετέρην γραφίδα, αἰτοῦντες τὸν ἔπειτα καλὸν χρόνον: ἀλλὰ φανείης ἐλπίδας ἰθύνων ἐσσομένου βιότου.",https://anthologiagraeca.org/api/texts/2011/
1.36,"εἰς εἰκόνα Θεοδώρου Ἰλλουστρίου καὶ δὶς ἀνθυπάτου, ἐν ᾐ̔̂ γέγραπται παρὰ τοῦ ἀρχαγγέκου δεχόμενος τὰς ἀξίας ἐν Ἐφέσῳ",https://anthologiagraeca.org/api/texts/2014/
1.37,"σάλπιγγες, στεροπαί, γαῖα τρέμει: ἀλλ᾽ ἐπὶ μήτρην παρθενικὴν κατέβης ἄψοφον ἴχνος ἔχων.",https://anthologiagraeca.org/api/texts/2017/
1.38,"οὐρανὸς ἡ φάτνη, καὶ οὐρανοῦ ἔπλετο μείζων οὐρανὸς ἐργασίη τοῦδε πέλει βρέφεος.",https://anthologiagraeca.org/api/texts/2020/
1.39,"εἷς χορός, ἓν μέλος ἀνθρώποισι καὶ ἀγγελιώταις, οὕνεκεν ἄνθρωπος καὶ θεὸς ἓν γέγονε.",https://anthologiagraeca.org/api/texts/2023/
1.40,"οὐρανὸς ἡ φάτνη, καὶ οὐρανοῦ ἔπλετο μείζων, οὕνεκεν ὅνπερ ἔδεκτο ἄναξ πέλεν οὐρανιώνων.",https://anthologiagraeca.org/api/texts/2026/
1.41,"οὐκέτι δῶρ᾽ ἀνάγουσι μάγοι πυρὶ ἠελίῳ τε: ἠέλιον γὰρ ἔτευξε τόδε βρέφος, ὡς πυρὸς αὐγάς.",https://anthologiagraeca.org/api/texts/2029/
1.42,"Δέχνυσο, Βηθλεέμ, ὃν προέειπε προφήτης ἐσθλὸς ἵξεσθαι λαῶν ἡγούμενον ἐκ σοῦ ἁπάντων.",https://anthologiagraeca.org/api/texts/2032/
1.43,"τίπτε, Ῥαχήλ, γοόωσα πικρὸν κατὰ δάκρυον εἴβεις; Ὀλλυμένην ὁρόωσα γονὴν κατὰ δάκρυον εἴβω.",https://anthologiagraeca.org/api/texts/2035/
1.44,"χαῖρε, κόρη χαρίεσσα, μακαρτάτη, ἄφθορε νύμφη: υἷα Θεοῦ λαγόνεσσιν ἄτερ πατρὸς ἔμβρυον ἕξεις.",https://anthologiagraeca.org/api/texts/2038/
1.45,"ἔνδοθι γαστρὸς ἐὼν σκιρτήμασιν εἶδε προφήτης σὸν γόνον ὡς θεός ἐστι, καὶ ᾔνεσε πότνια μήτηρ.",https://anthologiagraeca.org/api/texts/2041/
1.46,"πρεσβύτα, παῖδα δέχοιο, Ἀδὰμ προγενέστερον ὄντα, ὅς σε βίου λύσει τε καὶ ἐς βίον ἄφθιτον ἄξει.",https://anthologiagraeca.org/api/texts/2044/
1.47,"πατρὸς ἀπ᾽ ἀθανάτοιο μεγασθενὲς ἤλυθε πνεῦμα, υἱὸς ἐπεὶ βαπτίζετ᾽ Ἰορδάνου ἀμφὶ ῥέεθρα.",https://anthologiagraeca.org/api/texts/2047/
1.48,Ἀδὰμ ἦν ζο,https://anthologiagraeca.org/api/texts/2050/
1.49,"Χριστὸς ἔφη, πρόμολ᾽ ὧδε: καὶ ἔλλιπε Λάζαρος ᾄδην, αὐαλέῳ μυκτῆρι πάλιν σόον ἆσθμα κομίζων.",https://anthologiagraeca.org/api/texts/2053/
1.50,"ψυχὴν αὐτὸς ἔτευξε, δέμας μόρφωσεν ὁ αὐτός: Λάζαρον ἐκ νεκύων ἐς φάος αὐτὸς ἄγει.",https://anthologiagraeca.org/api/texts/2056/
1.51,"τέτρατον ἦμαρ ἔην, καὶ Λάζαρος ἔγρετο τύμβου,",https://anthologiagraeca.org/api/texts/2059/
1.52,"χαῖρε, Σιὼν θύγατερ, καὶ δέρκεο Χριστὸν ἄνακτα πώλῳ ἐφεζόμενον, καὶ ἐς πάθος αἶψα κιόντα.",https://anthologiagraeca.org/api/texts/2062/
1.53,"ἀμνὸν ἔπαυσε νόμου καὶ ἄμβροτον ὤπασε θῦμα Χριστός, ἐὼν ἱερεύς, αὐτὸς ἐὼν θυσίη.",https://anthologiagraeca.org/api/texts/2065/
1.54,"πάθος, ὦ σταυρός, παθέων ἐλατήριον αἷμα, πλῦνον ἐμῆς ψυχῆς πᾶσαν ἀτασθαλίην",https://anthologiagraeca.org/api/texts/2068/
1.55,"παρθένου υἱὸν ἔφη τὸν παρθένον, ἄλλον ἑαυτόν. ἵλαθι τῆς καθαρῆς δέσποτα παρθενίης.",https://anthologiagraeca.org/api/texts/2071/
1.56,Χριστὸς ἐὼν Θεὸς εἷλε νέκυς ἐξ ᾄδου πάντας: μοῦνον δὲ βροτολοιγὸν ἀκήριον ἔλλιπεν Ἅιδην.,https://anthologiagraeca.org/api/texts/2074/
1.57,"ψυχῆς ἐν φλιῇσιν ἐμῆς σωτήριον αἷμα ἀμνοῦ ὀλοθρεύων, φεῦγε, μὴ ἐγγὺς ἴθι.",https://anthologiagraeca.org/api/texts/2077/
1.58,"εἷς πόκος ὄμβρον ἔχει λεκάνῃ δρόσον ὤπασεν αὐτός, ἄβροχος αὐτὸς ὅδε: κρύπτε νόῳ κρύφια.",https://anthologiagraeca.org/api/texts/2080/
1.59,"Αἰγυπτίη, κρύφιόν τε βρέφος, καὶ ἐγγύθεν ὕδωρ: ἃ προτυποῖ μούνοις εὐσεβέεσσι Λόγον.",https://anthologiagraeca.org/api/texts/2127/
1.60,"τὸν Ἀμαλήκ Σταυροφανῶς τανύεις παλάμας τίνος εἵνεκα, Μωσῆ; τῷδε τύπῳ Ἀμαλὴκ ὄλλυται ἀμφότερος.",https://anthologiagraeca.org/api/texts/2130/
1.61,"ῥύεο σὴν ἐθνικὴν νύμφην παρὰ ὕδασι, Μωσῆ, νυμφίου ἀψευδοῦς οὕνεκέν ἐσσι τύπος.",https://anthologiagraeca.org/api/texts/2133/
1.62,"λάρνακι χρυσείῃ ῥόος εἴκαθεν. ἵλαθι, Χριστέ σὸς τύπος ἡ λάρναξ, τῇδε λοεσσομένου.",https://anthologiagraeca.org/api/texts/2136/
1.63,ἐξ ἐθνῶν καὶ Ἄγαρ: τί δὲ ἄγγελος; ἢ τί τὸ ὕδωρ; ἐξ ἐθνῶν καὶ ἐγώ: τοὔνεκεν οἶδα τάδε.,https://anthologiagraeca.org/api/texts/2139/
1.64,"ἑπτάκι τοὺς δέκα φοίνικας, δυοκαίδεκα πηγὰς Χριστοῦ τοσσατίων ἴσθι τύπους ἑτάρων.",https://anthologiagraeca.org/api/texts/2142/
1.65,"Ἀβραὰμ υἱὸν ἄγει θυσίην Θεῷ: ἵλαθι, ποίην νοῦς ὁράᾳ θυσίην, ἧς τόδε γράμμα τύπος;",https://anthologiagraeca.org/api/texts/2145/
1.66,"Μελχισεδὲκ βασιλεῦ, ἱερεῦ, ἄρτους τε καὶ οἶνον ὡς τίς ἐὼν παρέχεις; ὡς τύπος ἀτρεκίης.",https://anthologiagraeca.org/api/texts/2148/
1.67,μορφὴν ἐνθάδε μοῦνον ἔχει Θεός: ὕστερον αὖτε ἐς φύσιν ἀτρεκέως ἤλυθεν ἀνδρομέην.,https://anthologiagraeca.org/api/texts/2151/
1.68,"πνοιὴν μὲν διὰ πνεῦμα, δέρας δὲ λάχον διὰ γράμμα εὐφραίνει πατέρα νοῦς Θεὸν εἰσορόων.",https://anthologiagraeca.org/api/texts/2158/
1.69,"Νυμφίε μουνογενές, νύμφη ἐθνική σε φιλοῦσα κάτθορεν ἐξ ὕψους σώματος οὐ καθαροῦ.",https://anthologiagraeca.org/api/texts/2161/
1.70,"τηλόθεν οὐχ ὑδάτων μνηστεύετο πότνα Ῥεβέκκα, νύμφης ἐξ ἐθνῶν οὕνεκέν ἐστι τύπος.",https://anthologiagraeca.org/api/texts/2164/
1.71,"εὐχὴ Ἐλισσαίου, Σωμανίτι, δὶς πόρεν υἱόν, πρῶτα μὲν ἐκ γαστρός, δεύτερα δ᾽ ἐκ νεκύων.",https://anthologiagraeca.org/api/texts/2167/
1.72,τοῦτο δέρας προλέγει ἀμνὸν Θεοῦ εἵνεκα πάντων ἀνθρώπων ζωῆς τῇδε λοεσσόμενον.,https://anthologiagraeca.org/api/texts/2170/
1.73,"ἐν νῷ ἔχων πέφρικα πατὴρ τίνος ἔκλυε Δαβὶδ οὗτος, ὃν εἰσοράᾳς ἐνθάδε χριόμενον.",https://anthologiagraeca.org/api/texts/2173/
1.74,"οὔνομα τῇ πηγῇ Ἐσταλμένος: ἀλλὰ τίς ἐκ τοῦ ἔσταλται νοέεις, ὄφρα τέλεια βλέποις;",https://anthologiagraeca.org/api/texts/2176/
1.75,"οὐ τύπος, ἀλλὰ Θεὸς καὶ νυμφίος ἐνθάδε νύμφην σῴζει, τὴν ἐθνικήν, ὕδατος ἐγγὺς ἰδών.",https://anthologiagraeca.org/api/texts/2179/
1.76,"τεῦξε μὲν ἀτρεκέως οἶνον Θεός: ὅσσα δὲ κρυπτὰ θαύματος, εἰ Χριστοῦ πνεῦμά ς1᾽ ἔχει, νοέεις.",https://anthologiagraeca.org/api/texts/2182/
1.77,"βλύζει ἐλαιηρὴ κάλπις καὶ κίστη ἀλεύρου, ἔμπεδον ἡ χήρη οὕνεκα πίστιν ἔχει.",https://anthologiagraeca.org/api/texts/2185/
1.78,"πάντων ἀρχιερεὺς Πέτρος Θεοῦ ἀρχιερήων, ὃς Θεοῦ ἐκ φωνῆς ἔλλαχε τοῦτο γέρας.",https://anthologiagraeca.org/api/texts/2188/
1.79,"Παῦλος ἐπεὶ θεῖον σέλας οὐρανοῦ ἔδρακεν ἄντην, φωτὸς ἀπειρεσίου γαῖαν ἔπλησεν ὅλην.",https://anthologiagraeca.org/api/texts/2191/
1.80,"ἀρχιερεὺς Ἐφέσοιο θεηγόρος ἐκ Θεοῦ εἶπεν πρῶτος Ἰωάννης, ὡς Θεὸς ἦν ὁ λόγος.",https://anthologiagraeca.org/api/texts/2194/
1.81,"καὶ λαλέοντος ἄκουσε Λόγου καὶ πέφραδεν αὐτὸς πρῶτος Ἰωάννης, ὡς Θεὸς ἦν ὁ λόγος.",https://anthologiagraeca.org/api/texts/2197/
1.82,"οὐρανίης σοφίης θεοτερπὲς δῶμα κιχήσας εἶπεν Ἰωάννης, ὡς Θεὸς ἦν ὁ λόγος.",https://anthologiagraeca.org/api/texts/2200/
1.83,"γράψε Θεοῦ σαρκώσιος ἔξοχα θαύματα πάντα Ματθαῖος σελίδεσσιν, ἐπεὶ λίπε δῶμα τελώνου.",https://anthologiagraeca.org/api/texts/2203/
1.84,ἀθανάτου βιότοιο τελεσφόρα ἔργματα Χριστοῦ πυκτίου ἐν λαγόνεσσι σαφῶς ἐνέπασσέ γε Λουκᾶς.,https://anthologiagraeca.org/api/texts/2206/
1.85,"οὐ κατ᾽ ἐπωνυμίην Αἰγύπτιον ἔλλαχε λαὸν ὄρφνη, ἐπεὶ φωνῆς Μάρκου ἔδεκτο φάος.",https://anthologiagraeca.org/api/texts/2209/
1.86,"παρθενίην Βασίλειος Ἰωάννου σοφίην τε ἔλλαχεν, ἶσα λαχὼν καὶ τάδε Γρηγορίῳ.",https://anthologiagraeca.org/api/texts/2212/
1.87,"οἰκτίρμων Οἰκτίρμων Πολύκαρπος ὃ καὶ θρόνον ἀρχιερῆος ἔσχε καὶ ἀτρεκέως μαρτυρίης στεφάνους,",https://anthologiagraeca.org/api/texts/2215/
1.88,"οὐρανίων θιάσων ἱεραρχικὰ τάγματα μέλψας, μορφοφανῶν τε τύπων κρύφιον νόον εἰς φάος ἕλκων, ζωοσόφων λογίων θεοτερπέα πυρσὸν ἀνάπτεις.",https://anthologiagraeca.org/api/texts/2221/
1.89,"Νικόλεων Πολύκαρπος ἔχει σχεδόν, οὕνεκεν ἄμφω εἰς ἔλεον παλάμας ἔσχον ἑτοιμοτάτας.",https://anthologiagraeca.org/api/texts/2224/
